"train/global_step","grpo_vastai_20260220_001219 - train/reward","grpo_vastai_20260220_001219 - train/reward__MIN","grpo_vastai_20260220_001219 - train/reward__MAX","grpo_vastai_20260220_001219 - _step","grpo_vastai_20260220_001219 - _step__MIN","grpo_vastai_20260220_001219 - _step__MAX"
"320","0.2561649680137634","0.2561649680137634","0.2561649680137634","3838","3838","3838"
"321","-0.06943317502737045","-0.06943317502737045","-0.06943317502737045","3850","3850","3850"
"322","-0.08474791049957275","-0.08474791049957275","-0.08474791049957275","3862","3862","3862"
"323","-0.1878720372915268","-0.1878720372915268","-0.1878720372915268","3874","3874","3874"
"324","2.2950148582458496","2.2950148582458496","2.2950148582458496","3886","3886","3886"
"325","0.25103992223739624","0.25103992223739624","0.25103992223739624","3898","3898","3898"
"326","-0.15083497762680054","-0.15083497762680054","-0.15083497762680054","3910","3910","3910"
"327","-0.3206285834312439","-0.3206285834312439","-0.3206285834312439","3922","3922","3922"
"328","1.9931795597076416","1.9931795597076416","1.9931795597076416","3934","3934","3934"
"329","-0.064360111951828","-0.064360111951828","-0.064360111951828","3946","3946","3946"
"330","-0.3849189877510071","-0.3849189877510071","-0.3849189877510071","3958","3958","3958"
"331","0.3288690447807312","0.3288690447807312","0.3288690447807312","3970","3970","3970"
"332","-0.001877032220363617","-0.001877032220363617","-0.001877032220363617","3982","3982","3982"
"333","1.9672619104385376","1.9672619104385376","1.9672619104385376","3994","3994","3994"
"334","-0.12286824733018875","-0.12286824733018875","-0.12286824733018875","4006","4006","4006"
"335","0.18426501750946045","0.18426501750946045","0.18426501750946045","4018","4018","4018"
"336","1.9283853769302368","1.9283853769302368","1.9283853769302368","4030","4030","4030"
"337","-0.009953595697879791","-0.009953595697879791","-0.009953595697879791","4042","4042","4042"
"338","0.1234351396560669","0.1234351396560669","0.1234351396560669","4054","4054","4054"
"339","2.4249751567840576","2.4249751567840576","2.4249751567840576","4066","4066","4066"
"340","-0.15353421866893768","-0.15353421866893768","-0.15353421866893768","4078","4078","4078"
"341","-0.10296792536973953","-0.10296792536973953","-0.10296792536973953","4090","4090","4090"
"342","-0.010788708925247192","-0.010788708925247192","-0.010788708925247192","4102","4102","4102"
"343","0.10961173474788666","0.10961173474788666","0.10961173474788666","4114","4114","4114"
"344","-0.09243100881576538","-0.09243100881576538","-0.09243100881576538","4126","4126","4126"
"345","-0.13406385481357574","-0.13406385481357574","-0.13406385481357574","4138","4138","4138"
"346","-0.16257759928703308","-0.16257759928703308","-0.16257759928703308","4150","4150","4150"
"347","-0.1341145783662796","-0.1341145783662796","-0.1341145783662796","4162","4162","4162"
"348","0.017567794770002365","0.017567794770002365","0.017567794770002365","4174","4174","4174"
"349","2.4202215671539307","2.4202215671539307","2.4202215671539307","4186","4186","4186"
"350","-0.0758855789899826","-0.0758855789899826","-0.0758855789899826","4198","4198","4198"
"351","2.2759175300598145","2.2759175300598145","2.2759175300598145","4210","4210","4210"
"352","-0.21357029676437378","-0.21357029676437378","-0.21357029676437378","4222","4222","4222"
"353","0.021515369415283203","0.021515369415283203","0.021515369415283203","4234","4234","4234"
"354","-0.41795921325683594","-0.41795921325683594","-0.41795921325683594","4246","4246","4246"
"355","-0.19519653916358948","-0.19519653916358948","-0.19519653916358948","4258","4258","4258"
"356","0.1279761791229248","0.1279761791229248","0.1279761791229248","4270","4270","4270"
"357","-0.0842633917927742","-0.0842633917927742","-0.0842633917927742","4282","4282","4282"
"358","0.1326265037059784","0.1326265037059784","0.1326265037059784","4294","4294","4294"
"359","0.1168154776096344","0.1168154776096344","0.1168154776096344","4306","4306","4306"
"360","-0.139787957072258","-0.139787957072258","-0.139787957072258","4318","4318","4318"
"361","-0.1687270998954773","-0.1687270998954773","-0.1687270998954773","4330","4330","4330"
"362","2.3418898582458496","2.3418898582458496","2.3418898582458496","4342","4342","4342"
"363","-0.010932430624961853","-0.010932430624961853","-0.010932430624961853","4354","4354","4354"
"364","-0.1757192313671112","-0.1757192313671112","-0.1757192313671112","4366","4366","4366"
"365","0.15318796038627625","0.15318796038627625","0.15318796038627625","4378","4378","4378"
"366","0.09050323814153671","0.09050323814153671","0.09050323814153671","4390","4390","4390"
"367","0.2831721305847168","0.2831721305847168","0.2831721305847168","4402","4402","4402"
"368","-0.024057537317276","-0.024057537317276","-0.024057537317276","4414","4414","4414"
"369","-0.3305262625217438","-0.3305262625217438","-0.3305262625217438","4426","4426","4426"
"370","-0.007831960916519165","-0.007831960916519165","-0.007831960916519165","4438","4438","4438"
"371","-0.03198222815990448","-0.03198222815990448","-0.03198222815990448","4450","4450","4450"
"372","-0.1359127014875412","-0.1359127014875412","-0.1359127014875412","4462","4462","4462"
"373","-0.018973201513290405","-0.018973201513290405","-0.018973201513290405","4474","4474","4474"
"374","2.478236675262451","2.478236675262451","2.478236675262451","4486","4486","4486"
"375","-0.16671739518642426","-0.16671739518642426","-0.16671739518642426","4498","4498","4498"
"376","-0.14812467992305756","-0.14812467992305756","-0.14812467992305756","4510","4510","4510"
"377","0.250913143157959","0.250913143157959","0.250913143157959","4522","4522","4522"
"378","1.9320341348648071","1.9320341348648071","1.9320341348648071","4534","4534","4534"
"379","-0.28367704153060913","-0.28367704153060913","-0.28367704153060913","4546","4546","4546"
"380","-0.08664020895957947","-0.08664020895957947","-0.08664020895957947","4558","4558","4558"
"381","-0.019132670015096664","-0.019132670015096664","-0.019132670015096664","4570","4570","4570"
"382","0.078311026096344","0.078311026096344","0.078311026096344","4582","4582","4582"
"383","0.12496617436408997","0.12496617436408997","0.12496617436408997","4594","4594","4594"
"384","-0.09701929986476898","-0.09701929986476898","-0.09701929986476898","4606","4606","4606"
"385","-0.1992807388305664","-0.1992807388305664","-0.1992807388305664","4618","4618","4618"
"386","-0.17018021643161774","-0.17018021643161774","-0.17018021643161774","4630","4630","4630"
"387","0.2096390426158905","0.2096390426158905","0.2096390426158905","4642","4642","4642"
"388","-0.15432611107826233","-0.15432611107826233","-0.15432611107826233","4654","4654","4654"
"389","0.17003396153450012","0.17003396153450012","0.17003396153450012","4666","4666","4666"
"390","0.17496567964553833","0.17496567964553833","0.17496567964553833","4678","4678","4678"
"391","2.1536457538604736","2.1536457538604736","2.1536457538604736","4690","4690","4690"
"392","-0.003928259015083313","-0.003928259015083313","-0.003928259015083313","4702","4702","4702"
"393","0.21815979480743408","0.21815979480743408","0.21815979480743408","4714","4714","4714"
"394","0.15524020791053772","0.15524020791053772","0.15524020791053772","4726","4726","4726"
"395","0.0412946417927742","0.0412946417927742","0.0412946417927742","4738","4738","4738"
"396","0.0952085629105568","0.0952085629105568","0.0952085629105568","4750","4750","4750"
"397","0.18629807233810425","0.18629807233810425","0.18629807233810425","4762","4762","4762"
"398","-0.035607993602752686","-0.035607993602752686","-0.035607993602752686","4774","4774","4774"
"399","2.394717216491699","2.394717216491699","2.394717216491699","4786","4786","4786"
"400","-0.11491477489471436","-0.11491477489471436","-0.11491477489471436","4798","4798","4798"
"401","-0.07718287408351898","-0.07718287408351898","-0.07718287408351898","4810","4810","4810"
"402","-0.023437492549419403","-0.023437492549419403","-0.023437492549419403","4822","4822","4822"
"403","-0.0924479067325592","-0.0924479067325592","-0.0924479067325592","4834","4834","4834"
"404","0.04990433156490326","0.04990433156490326","0.04990433156490326","4846","4846","4846"
"405","-0.34503141045570374","-0.34503141045570374","-0.34503141045570374","4858","4858","4858"
"406","-0.16624391078948975","-0.16624391078948975","-0.16624391078948975","4870","4870","4870"
"407","-0.24880953133106232","-0.24880953133106232","-0.24880953133106232","4882","4882","4882"
"408","4.1796875","4.1796875","4.1796875","4894","4894","4894"
"409","-0.1570955216884613","-0.1570955216884613","-0.1570955216884613","4906","4906","4906"
"410","-0.3849397301673889","-0.3849397301673889","-0.3849397301673889","4918","4918","4918"
"411","2.188920497894287","2.188920497894287","2.188920497894287","4930","4930","4930"
"412","0.034939244389534","0.034939244389534","0.034939244389534","4942","4942","4942"
"413","0.2046065628528595","0.2046065628528595","0.2046065628528595","4954","4954","4954"
"414","1.959134578704834","1.959134578704834","1.959134578704834","4966","4966","4966"
"415","-0.101919025182724","-0.101919025182724","-0.101919025182724","4978","4978","4978"
"416","2.3915343284606934","2.3915343284606934","2.3915343284606934","4990","4990","4990"
"417","-0.36445045471191406","-0.36445045471191406","-0.36445045471191406","5002","5002","5002"
"418","-0.079055055975914","-0.079055055975914","-0.079055055975914","5014","5014","5014"
"419","-0.3372001051902771","-0.3372001051902771","-0.3372001051902771","5026","5026","5026"
"420","0.2699878215789795","0.2699878215789795","0.2699878215789795","5038","5038","5038"
"421","0.15509016811847687","0.15509016811847687","0.15509016811847687","5050","5050","5050"
"422","-0.10227273404598236","-0.10227273404598236","-0.10227273404598236","5062","5062","5062"
"423","0.17912831902503967","0.17912831902503967","0.17912831902503967","5074","5074","5074"
"424","0.0699404701590538","0.0699404701590538","0.0699404701590538","5086","5086","5086"
"425","0.0894298106431961","0.0894298106431961","0.0894298106431961","5098","5098","5098"
"426","-0.2538442611694336","-0.2538442611694336","-0.2538442611694336","5110","5110","5110"
"427","2.224330425262451","2.224330425262451","2.224330425262451","5122","5122","5122"
"428","-0.1020660400390625","-0.1020660400390625","-0.1020660400390625","5134","5134","5134"
"429","-0.02648455649614334","-0.02648455649614334","-0.02648455649614334","5146","5146","5146"
"430","2.404017925262451","2.404017925262451","2.404017925262451","5158","5158","5158"
"431","-0.012784101068973541","-0.012784101068973541","-0.012784101068973541","5170","5170","5170"
"432","-0.2243303805589676","-0.2243303805589676","-0.2243303805589676","5182","5182","5182"
"433","0.03270427882671356","0.03270427882671356","0.03270427882671356","5194","5194","5194"
"434","0.1638144552707672","0.1638144552707672","0.1638144552707672","5206","5206","5206"
"435","1.979249358177185","1.979249358177185","1.979249358177185","5218","5218","5218"
"436","0.18722869455814362","0.18722869455814362","0.18722869455814362","5230","5230","5230"
"437","2.5414185523986816","2.5414185523986816","2.5414185523986816","5242","5242","5242"
"438","-0.03173968195915222","-0.03173968195915222","-0.03173968195915222","5254","5254","5254"
"439","2.060929298400879","2.060929298400879","2.060929298400879","5266","5266","5266"
"440","-0.23266249895095825","-0.23266249895095825","-0.23266249895095825","5278","5278","5278"
"441","0.147335946559906","0.147335946559906","0.147335946559906","5290","5290","5290"
"442","2.2836475372314453","2.2836475372314453","2.2836475372314453","5302","5302","5302"
"443","-0.26000332832336426","-0.26000332832336426","-0.26000332832336426","5314","5314","5314"
"444","-0.04511503875255585","-0.04511503875255585","-0.04511503875255585","5326","5326","5326"
"445","0.025812722742557526","0.025812722742557526","0.025812722742557526","5338","5338","5338"
"446","0.08963411301374435","0.08963411301374435","0.08963411301374435","5350","5350","5350"
"447","1.9677871465682983","1.9677871465682983","1.9677871465682983","5362","5362","5362"
"448","2.174107074737549","2.174107074737549","2.174107074737549","5374","5374","5374"
"449","0.1529017835855484","0.1529017835855484","0.1529017835855484","5386","5386","5386"
"450","-0.028525054454803467","-0.028525054454803467","-0.028525054454803467","5398","5398","5398"
"451","0.09116348624229431","0.09116348624229431","0.09116348624229431","5410","5410","5410"
"452","-0.1694393754005432","-0.1694393754005432","-0.1694393754005432","5422","5422","5422"
"453","0.188740074634552","0.188740074634552","0.188740074634552","5434","5434","5434"
"454","0.11203692853450775","0.11203692853450775","0.11203692853450775","5446","5446","5446"
"455","0.0312500074505806","0.0312500074505806","0.0312500074505806","5458","5458","5458"
"456","2.058407783508301","2.058407783508301","2.058407783508301","5470","5470","5470"
"457","-0.005456350743770599","-0.005456350743770599","-0.005456350743770599","5482","5482","5482"
"458","0.1565290093421936","0.1565290093421936","0.1565290093421936","5494","5494","5494"
"459","0.0941220223903656","0.0941220223903656","0.0941220223903656","5506","5506","5506"
"460","-0.3732680678367615","-0.3732680678367615","-0.3732680678367615","5518","5518","5518"
"461","-0.03365384787321091","-0.03365384787321091","-0.03365384787321091","5530","5530","5530"
"462","2.564732074737549","2.564732074737549","2.564732074737549","5542","5542","5542"
"463","0.30742132663726807","0.30742132663726807","0.30742132663726807","5554","5554","5554"
"464","-0.24375532567501068","-0.24375532567501068","-0.24375532567501068","5566","5566","5566"
"465","0.0590587854385376","0.0590587854385376","0.0590587854385376","5578","5578","5578"
"466","2.4828059673309326","2.4828059673309326","2.4828059673309326","5590","5590","5590"
"467","0.09106312692165375","0.09106312692165375","0.09106312692165375","5602","5602","5602"
"468","2.4683780670166016","2.4683780670166016","2.4683780670166016","5614","5614","5614"
"469","0.006222926080226898","0.006222926080226898","0.006222926080226898","5626","5626","5626"
"470","0.24346405267715454","0.24346405267715454","0.24346405267715454","5638","5638","5638"
"471","-0.09446544945240021","-0.09446544945240021","-0.09446544945240021","5650","5650","5650"
"472","2.7018229961395264","2.7018229961395264","2.7018229961395264","5662","5662","5662"
"473","-0.006510406732559204","-0.006510406732559204","-0.006510406732559204","5674","5674","5674"
"474","0.12934094667434692","0.12934094667434692","0.12934094667434692","5686","5686","5686"
"475","0.14487670361995697","0.14487670361995697","0.14487670361995697","5698","5698","5698"
"476","-0.16058140993118286","-0.16058140993118286","-0.16058140993118286","5710","5710","5710"
"477","1.7138724327087402","1.7138724327087402","1.7138724327087402","5722","5722","5722"
"478","0.16413012146949768","0.16413012146949768","0.16413012146949768","5734","5734","5734"
"479","0.045174311846494675","0.045174311846494675","0.045174311846494675","5746","5746","5746"
"480","0.33150967955589294","0.33150967955589294","0.33150967955589294","5758","5758","5758"
"481","-0.1181795746088028","-0.1181795746088028","-0.1181795746088028","5770","5770","5770"
"482","0.1128472238779068","0.1128472238779068","0.1128472238779068","5782","5782","5782"
"483","0.22603103518486023","0.22603103518486023","0.22603103518486023","5794","5794","5794"
"484","2.3716518878936768","2.3716518878936768","2.3716518878936768","5806","5806","5806"
"485","0.18141180276870728","0.18141180276870728","0.18141180276870728","5818","5818","5818"
"486","-0.201264888048172","-0.201264888048172","-0.201264888048172","5830","5830","5830"
"487","4.2109375","4.2109375","4.2109375","5842","5842","5842"
"488","-0.3286032974720001","-0.3286032974720001","-0.3286032974720001","5854","5854","5854"
"489","0.3511904776096344","0.3511904776096344","0.3511904776096344","5866","5866","5866"
"490","0.30583274364471436","0.30583274364471436","0.30583274364471436","5878","5878","5878"
"491","-0.1628844141960144","-0.1628844141960144","-0.1628844141960144","5890","5890","5890"
"492","0.13509778678417206","0.13509778678417206","0.13509778678417206","5902","5902","5902"
"493","0.30440405011177063","0.30440405011177063","0.30440405011177063","5914","5914","5914"
"494","2.211947202682495","2.211947202682495","2.211947202682495","5926","5926","5926"
"495","0.1476934403181076","0.1476934403181076","0.1476934403181076","5938","5938","5938"
"496","-0.07901883870363235","-0.07901883870363235","-0.07901883870363235","5950","5950","5950"
"497","-0.03442968428134918","-0.03442968428134918","-0.03442968428134918","5962","5962","5962"
"498","0.23980273306369781","0.23980273306369781","0.23980273306369781","5974","5974","5974"
"499","0.05428684130311012","0.05428684130311012","0.05428684130311012","5986","5986","5986"
"500","0.019488319754600525","0.019488319754600525","0.019488319754600525","5998","5998","5998"
"501","-0.052438437938690186","-0.052438437938690186","-0.052438437938690186","6010","6010","6010"
"502","0.09962797164916992","0.09962797164916992","0.09962797164916992","6022","6022","6022"
"503","-0.0271577350795269","-0.0271577350795269","-0.0271577350795269","6034","6034","6034"
"504","0.3876488208770752","0.3876488208770752","0.3876488208770752","6046","6046","6046"
"505","-0.1000744104385376","-0.1000744104385376","-0.1000744104385376","6058","6058","6058"
"506","2.6250827312469482","2.6250827312469482","2.6250827312469482","6070","6070","6070"
"507","2.2475199699401855","2.2475199699401855","2.2475199699401855","6082","6082","6082"
"508","0.06534717977046967","0.06534717977046967","0.06534717977046967","6094","6094","6094"
"509","1.8532365560531616","1.8532365560531616","1.8532365560531616","6106","6106","6106"
"510","0.4260912537574768","0.4260912537574768","0.4260912537574768","6118","6118","6118"
"511","-0.1336805522441864","-0.1336805522441864","-0.1336805522441864","6130","6130","6130"
"512","0.02969425916671753","0.02969425916671753","0.02969425916671753","6142","6142","6142"
"513","0.26009780168533325","0.26009780168533325","0.26009780168533325","6154","6154","6154"
"514","0.047908395528793335","0.047908395528793335","0.047908395528793335","6166","6166","6166"
"515","-0.045014888048172","-0.045014888048172","-0.045014888048172","6178","6178","6178"
"516","0.4211110472679138","0.4211110472679138","0.4211110472679138","6190","6190","6190"
"517","1.7269757986068726","1.7269757986068726","1.7269757986068726","6202","6202","6202"
"518","1.9322384595870972","1.9322384595870972","1.9322384595870972","6214","6214","6214"
"519","-0.3011532723903656","-0.3011532723903656","-0.3011532723903656","6226","6226","6226"
"520","-0.173115074634552","-0.173115074634552","-0.173115074634552","6238","6238","6238"
"521","-0.10981198400259018","-0.10981198400259018","-0.10981198400259018","6250","6250","6250"
"522","0.1634199172258377","0.1634199172258377","0.1634199172258377","6262","6262","6262"
"523","-0.1052827462553978","-0.1052827462553978","-0.1052827462553978","6274","6274","6274"
"524","2.196800470352173","2.196800470352173","2.196800470352173","6286","6286","6286"
"525","2.34706449508667","2.34706449508667","2.34706449508667","6298","6298","6298"
"526","-0.008155908435583115","-0.008155908435583115","-0.008155908435583115","6310","6310","6310"
"527","0.05479094386100769","0.05479094386100769","0.05479094386100769","6322","6322","6322"
"528","-0.36017629504203796","-0.36017629504203796","-0.36017629504203796","6334","6334","6334"
"529","0.04622398316860199","0.04622398316860199","0.04622398316860199","6346","6346","6346"
"530","0.1237526386976242","0.1237526386976242","0.1237526386976242","6358","6358","6358"
"531","2.4860119819641113","2.4860119819641113","2.4860119819641113","6370","6370","6370"
"532","-0.056609638035297394","-0.056609638035297394","-0.056609638035297394","6382","6382","6382"
"533","2.394733428955078","2.394733428955078","2.394733428955078","6394","6394","6394"
"534","0.2039930522441864","0.2039930522441864","0.2039930522441864","6406","6406","6406"
"535","0.0896577388048172","0.0896577388048172","0.0896577388048172","6418","6418","6418"
"536","0.023087356239557266","0.023087356239557266","0.023087356239557266","6430","6430","6430"
"537","-0.0747767835855484","-0.0747767835855484","-0.0747767835855484","6442","6442","6442"
"538","-0.10966489464044571","-0.10966489464044571","-0.10966489464044571","6454","6454","6454"
"539","0.1023065447807312","0.1023065447807312","0.1023065447807312","6466","6466","6466"
"540","0.2793154716491699","0.2793154716491699","0.2793154716491699","6478","6478","6478"
"541","-0.3139881193637848","-0.3139881193637848","-0.3139881193637848","6490","6490","6490"
"542","2.0857720375061035","2.0857720375061035","2.0857720375061035","6502","6502","6502"
"543","2.551215171813965","2.551215171813965","2.551215171813965","6514","6514","6514"
"544","0.4660218358039856","0.4660218358039856","0.4660218358039856","6526","6526","6526"
"545","-0.172991082072258","-0.172991082072258","-0.172991082072258","6538","6538","6538"
"546","-0.07419809699058533","-0.07419809699058533","-0.07419809699058533","6550","6550","6550"
"547","2.185825824737549","2.185825824737549","2.185825824737549","6562","6562","6562"
"548","2.0341689586639404","2.0341689586639404","2.0341689586639404","6574","6574","6574"
"549","0.26948273181915283","0.26948273181915283","0.26948273181915283","6586","6586","6586"
"550","0.060763873159885406","0.060763873159885406","0.060763873159885406","6598","6598","6598"
"551","0.0336681604385376","0.0336681604385376","0.0336681604385376","6610","6610","6610"
"552","2.387152671813965","2.387152671813965","2.387152671813965","6622","6622","6622"
"553","0.2629478871822357","0.2629478871822357","0.2629478871822357","6634","6634","6634"
"554","0.06398807466030121","0.06398807466030121","0.06398807466030121","6646","6646","6646"
"555","-0.1414288878440857","-0.1414288878440857","-0.1414288878440857","6658","6658","6658"
"556","0.0024350732564926147","0.0024350732564926147","0.0024350732564926147","6670","6670","6670"
"557","0.2848067283630371","0.2848067283630371","0.2848067283630371","6682","6682","6682"
"558","2.2023470401763916","2.2023470401763916","2.2023470401763916","6694","6694","6694"
"559","-0.15989583730697632","-0.15989583730697632","-0.15989583730697632","6706","6706","6706"
"560","-0.12803342938423157","-0.12803342938423157","-0.12803342938423157","6718","6718","6718"
"561","0.030133921653032303","0.030133921653032303","0.030133921653032303","6730","6730","6730"
"562","0.03948765993118286","0.03948765993118286","0.03948765993118286","6742","6742","6742"
"563","2.2525603771209717","2.2525603771209717","2.2525603771209717","6754","6754","6754"
"564","-0.15526920557022095","-0.15526920557022095","-0.15526920557022095","6766","6766","6766"
"565","0.2644423842430115","0.2644423842430115","0.2644423842430115","6778","6778","6778"
"566","0.052632495760917664","0.052632495760917664","0.052632495760917664","6790","6790","6790"
"567","2.5533998012542725","2.5533998012542725","2.5533998012542725","6802","6802","6802"
"568","-0.2386927306652069","-0.2386927306652069","-0.2386927306652069","6814","6814","6814"
"569","0.004357986152172089","0.004357986152172089","0.004357986152172089","6826","6826","6826"
"570","-0.1980406939983368","-0.1980406939983368","-0.1980406939983368","6838","6838","6838"
"571","-0.018601194024086","-0.018601194024086","-0.018601194024086","6850","6850","6850"
"572","-0.2329799085855484","-0.2329799085855484","-0.2329799085855484","6862","6862","6862"
"573","0.08986441045999527","0.08986441045999527","0.08986441045999527","6874","6874","6874"
"574","0.4006606340408325","0.4006606340408325","0.4006606340408325","6886","6886","6886"
"575","0.3723102807998657","0.3723102807998657","0.3723102807998657","6898","6898","6898"
"576","0.0664062574505806","0.0664062574505806","0.0664062574505806","6910","6910","6910"
"577","0.032419219613075256","0.032419219613075256","0.032419219613075256","6922","6922","6922"
"578","2.389694929122925","2.389694929122925","2.389694929122925","6934","6934","6934"
"579","-0.01277281902730465","-0.01277281902730465","-0.01277281902730465","6946","6946","6946"
"580","-0.05309794843196869","-0.05309794843196869","-0.05309794843196869","6958","6958","6958"
"581","0.0871465802192688","0.0871465802192688","0.0871465802192688","6970","6970","6970"
"582","2.1569011211395264","2.1569011211395264","2.1569011211395264","6982","6982","6982"
"583","0.06450322270393372","0.06450322270393372","0.06450322270393372","6994","6994","6994"
"584","1.9482886791229248","1.9482886791229248","1.9482886791229248","7006","7006","7006"
"585","-0.10963203012943268","-0.10963203012943268","-0.10963203012943268","7018","7018","7018"
"586","-0.007068457081913948","-0.007068457081913948","-0.007068457081913948","7030","7030","7030"
"587","0.27892619371414185","0.27892619371414185","0.27892619371414185","7042","7042","7042"
"588","0.011119380593299866","0.011119380593299866","0.011119380593299866","7054","7054","7054"
"589","-0.21978098154067993","-0.21978098154067993","-0.21978098154067993","7066","7066","7066"
"590","0.16354738175868988","0.16354738175868988","0.16354738175868988","7078","7078","7078"
"591","-0.036936648190021515","-0.036936648190021515","-0.036936648190021515","7090","7090","7090"
"592","0.12312527745962143","0.12312527745962143","0.12312527745962143","7102","7102","7102"
"593","2.2317707538604736","2.2317707538604736","2.2317707538604736","7114","7114","7114"
"594","-0.18063822388648987","-0.18063822388648987","-0.18063822388648987","7126","7126","7126"
"595","-0.036988191306591034","-0.036988191306591034","-0.036988191306591034","7138","7138","7138"
"596","-0.2488839477300644","-0.2488839477300644","-0.2488839477300644","7150","7150","7150"
"597","-0.09861134737730026","-0.09861134737730026","-0.09861134737730026","7162","7162","7162"
"598","2.1800594329833984","2.1800594329833984","2.1800594329833984","7174","7174","7174"
"599","-0.3042868375778198","-0.3042868375778198","-0.3042868375778198","7186","7186","7186"
"600","-0.21736682951450348","-0.21736682951450348","-0.21736682951450348","7198","7198","7198"
"601","0.1309620440006256","0.1309620440006256","0.1309620440006256","7210","7210","7210"
"602","-0.18577516078948975","-0.18577516078948975","-0.18577516078948975","7222","7222","7222"
"603","-0.005431532859802246","-0.005431532859802246","-0.005431532859802246","7234","7234","7234"
"604","2.7191989421844482","2.7191989421844482","2.7191989421844482","7246","7246","7246"
"605","0.016504324972629547","0.016504324972629547","0.016504324972629547","7258","7258","7258"
"606","-0.0012400895357131958","-0.0012400895357131958","-0.0012400895357131958","7270","7270","7270"
"607","2.4449405670166016","2.4449405670166016","2.4449405670166016","7282","7282","7282"
"608","0.3026522994041443","0.3026522994041443","0.3026522994041443","7294","7294","7294"
"609","2.4512648582458496","2.4512648582458496","2.4512648582458496","7306","7306","7306"
"610","-0.024439096450805664","-0.024439096450805664","-0.024439096450805664","7318","7318","7318"
"611","0.10300272703170776","0.10300272703170776","0.10300272703170776","7330","7330","7330"
"612","0.0019164904952049255","0.0019164904952049255","0.0019164904952049255","7342","7342","7342"
"613","0.12243715673685074","0.12243715673685074","0.12243715673685074","7354","7354","7354"
"614","0.0033895373344421387","0.0033895373344421387","0.0033895373344421387","7366","7366","7366"
"615","0.09802640229463577","0.09802640229463577","0.09802640229463577","7378","7378","7378"
"616","0.23751336336135864","0.23751336336135864","0.23751336336135864","7390","7390","7390"
"617","-0.11275704205036163","-0.11275704205036163","-0.11275704205036163","7402","7402","7402"
"618","-0.23464912176132202","-0.23464912176132202","-0.23464912176132202","7414","7414","7414"
"619","0.23898100852966309","0.23898100852966309","0.23898100852966309","7426","7426","7426"
"620","0.09155559539794922","0.09155559539794922","0.09155559539794922","7438","7438","7438"
"621","0.13017450273036957","0.13017450273036957","0.13017450273036957","7450","7450","7450"
"622","0.28922194242477417","0.28922194242477417","0.28922194242477417","7462","7462","7462"
"623","1.9388641119003296","1.9388641119003296","1.9388641119003296","7474","7474","7474"
"624","2.1983225345611572","2.1983225345611572","2.1983225345611572","7486","7486","7486"
"625","0.36525973677635193","0.36525973677635193","0.36525973677635193","7498","7498","7498"
"626","-0.22274187207221985","-0.22274187207221985","-0.22274187207221985","7510","7510","7510"
"627","0.12290564924478531","0.12290564924478531","0.12290564924478531","7522","7522","7522"
"628","0.10059285163879395","0.10059285163879395","0.10059285163879395","7534","7534","7534"
"629","0.0362103208899498","0.0362103208899498","0.0362103208899498","7546","7546","7546"
"630","-0.1543312817811966","-0.1543312817811966","-0.1543312817811966","7558","7558","7558"
"631","2.470081329345703","2.470081329345703","2.470081329345703","7570","7570","7570"
"632","0.0746527761220932","0.0746527761220932","0.0746527761220932","7582","7582","7582"
"633","0.11598123610019684","0.11598123610019684","0.11598123610019684","7594","7594","7594"
"634","0.11700352281332016","0.11700352281332016","0.11700352281332016","7606","7606","7606"
"635","2.708085298538208","2.708085298538208","2.708085298538208","7618","7618","7618"
"636","-0.0223214291036129","-0.0223214291036129","-0.0223214291036129","7630","7630","7630"
"637","0.07236748933792114","0.07236748933792114","0.07236748933792114","7642","7642","7642"
"638","0.31041666865348816","0.31041666865348816","0.31041666865348816","7654","7654","7654"
"639","1.9594494104385376","1.9594494104385376","1.9594494104385376","7666","7666","7666"
"640","2.288938522338867","2.288938522338867","2.288938522338867","7678","7678","7678"
"641","-0.14007893204689026","-0.14007893204689026","-0.14007893204689026","7690","7690","7690"
"642","-0.0334821492433548","-0.0334821492433548","-0.0334821492433548","7702","7702","7702"
"643","-0.0613839291036129","-0.0613839291036129","-0.0613839291036129","7714","7714","7714"
"644","0.08217217028141022","0.08217217028141022","0.08217217028141022","7726","7726","7726"
"645","-0.0483630895614624","-0.0483630895614624","-0.0483630895614624","7738","7738","7738"
"646","2.33389949798584","2.33389949798584","2.33389949798584","7750","7750","7750"
"647","0.1674107015132904","0.1674107015132904","0.1674107015132904","7762","7762","7762"
"648","0.3272353410720825","0.3272353410720825","0.3272353410720825","7774","7774","7774"
"649","-0.17570152878761292","-0.17570152878761292","-0.17570152878761292","7786","7786","7786"
"650","0.1666046380996704","0.1666046380996704","0.1666046380996704","7798","7798","7798"
"651","0.17396405339241028","0.17396405339241028","0.17396405339241028","7810","7810","7810"
"652","-0.027162589132785797","-0.027162589132785797","-0.027162589132785797","7822","7822","7822"
"653","0.06101188063621521","0.06101188063621521","0.06101188063621521","7834","7834","7834"
"654","0.094370037317276","0.094370037317276","0.094370037317276","7846","7846","7846"
"655","2.1700148582458496","2.1700148582458496","2.1700148582458496","7858","7858","7858"
"656","-0.0013020820915699005","-0.0013020820915699005","-0.0013020820915699005","7870","7870","7870"
"657","0.05227820202708244","0.05227820202708244","0.05227820202708244","7882","7882","7882"
"658","-0.10461627691984177","-0.10461627691984177","-0.10461627691984177","7894","7894","7894"
