"train/global_step","grpo_vastai_20260220_001219 - train/rewards/reward_fn/std","grpo_vastai_20260220_001219 - train/rewards/reward_fn/std__MIN","grpo_vastai_20260220_001219 - train/rewards/reward_fn/std__MAX","grpo_vastai_20260220_001219 - _step","grpo_vastai_20260220_001219 - _step__MIN","grpo_vastai_20260220_001219 - _step__MAX"
"343","0.7046085596084595","0.7046085596084595","0.7046085596084595","4114","4114","4114"
"344","0.6459381580352783","0.6459381580352783","0.6459381580352783","4126","4126","4126"
"345","0.6860107779502869","0.6860107779502869","0.6860107779502869","4138","4138","4138"
"346","0.6044026017189026","0.6044026017189026","0.6044026017189026","4150","4150","4150"
"347","0.6788425445556641","0.6788425445556641","0.6788425445556641","4162","4162","4162"
"348","0.6729313731193542","0.6729313731193542","0.6729313731193542","4174","4174","4174"
"349","2.624570608139038","2.624570608139038","2.624570608139038","4186","4186","4186"
"350","0.673575222492218","0.673575222492218","0.673575222492218","4198","4198","4198"
"351","2.265994071960449","2.265994071960449","2.265994071960449","4210","4210","4210"
"352","0.6269996762275696","0.6269996762275696","0.6269996762275696","4222","4222","4222"
"353","0.6844749450683594","0.6844749450683594","0.6844749450683594","4234","4234","4234"
"354","0.591110110282898","0.591110110282898","0.591110110282898","4246","4246","4246"
"355","0.6038696765899658","0.6038696765899658","0.6038696765899658","4258","4258","4258"
"356","0.6748369336128235","0.6748369336128235","0.6748369336128235","4270","4270","4270"
"357","0.5908892154693604","0.5908892154693604","0.5908892154693604","4282","4282","4282"
"358","0.7000680565834045","0.7000680565834045","0.7000680565834045","4294","4294","4294"
"359","0.6903694272041321","0.6903694272041321","0.6903694272041321","4306","4306","4306"
"360","0.6590796113014221","0.6590796113014221","0.6590796113014221","4318","4318","4318"
"361","0.5968144536018372","0.5968144536018372","0.5968144536018372","4330","4330","4330"
"362","2.2709736824035645","2.2709736824035645","2.2709736824035645","4342","4342","4342"
"363","0.6596460938453674","0.6596460938453674","0.6596460938453674","4354","4354","4354"
"364","0.6593602299690247","0.6593602299690247","0.6593602299690247","4366","4366","4366"
"365","0.6991077065467834","0.6991077065467834","0.6991077065467834","4378","4378","4378"
"366","0.6368940472602844","0.6368940472602844","0.6368940472602844","4390","4390","4390"
"367","0.6413185000419617","0.6413185000419617","0.6413185000419617","4402","4402","4402"
"368","0.7498812675476074","0.7498812675476074","0.7498812675476074","4414","4414","4414"
"369","0.5896539688110352","0.5896539688110352","0.5896539688110352","4426","4426","4426"
"370","0.7500523924827576","0.7500523924827576","0.7500523924827576","4438","4438","4438"
"371","0.6332663893699646","0.6332663893699646","0.6332663893699646","4450","4450","4450"
"372","0.6579052805900574","0.6579052805900574","0.6579052805900574","4462","4462","4462"
"373","0.5774283409118652","0.5774283409118652","0.5774283409118652","4474","4474","4474"
"374","2.4073877334594727","2.4073877334594727","2.4073877334594727","4486","4486","4486"
"375","0.6089601516723633","0.6089601516723633","0.6089601516723633","4498","4498","4498"
"376","0.6432738900184631","0.6432738900184631","0.6432738900184631","4510","4510","4510"
"377","0.7206521034240723","0.7206521034240723","0.7206521034240723","4522","4522","4522"
"378","2.286254405975342","2.286254405975342","2.286254405975342","4534","4534","4534"
"379","0.6034834384918213","0.6034834384918213","0.6034834384918213","4546","4546","4546"
"380","0.6743687987327576","0.6743687987327576","0.6743687987327576","4558","4558","4558"
"381","0.5973966121673584","0.5973966121673584","0.5973966121673584","4570","4570","4570"
"382","0.7435189485549927","0.7435189485549927","0.7435189485549927","4582","4582","4582"
"383","0.6396815180778503","0.6396815180778503","0.6396815180778503","4594","4594","4594"
"384","0.62652188539505","0.62652188539505","0.62652188539505","4606","4606","4606"
"385","0.5440596342086792","0.5440596342086792","0.5440596342086792","4618","4618","4618"
"386","0.5713812112808228","0.5713812112808228","0.5713812112808228","4630","4630","4630"
"387","0.6849319934844971","0.6849319934844971","0.6849319934844971","4642","4642","4642"
"388","0.5395955443382263","0.5395955443382263","0.5395955443382263","4654","4654","4654"
"389","0.7124035358428955","0.7124035358428955","0.7124035358428955","4666","4666","4666"
"390","0.7449856400489807","0.7449856400489807","0.7449856400489807","4678","4678","4678"
"391","2.2989211082458496","2.2989211082458496","2.2989211082458496","4690","4690","4690"
"392","0.6790755391120911","0.6790755391120911","0.6790755391120911","4702","4702","4702"
"393","0.7719352841377258","0.7719352841377258","0.7719352841377258","4714","4714","4714"
"394","0.7470017075538635","0.7470017075538635","0.7470017075538635","4726","4726","4726"
"395","0.6705878376960754","0.6705878376960754","0.6705878376960754","4738","4738","4738"
"396","0.635542631149292","0.635542631149292","0.635542631149292","4750","4750","4750"
"397","0.6444194912910461","0.6444194912910461","0.6444194912910461","4762","4762","4762"
"398","0.7945900559425354","0.7945900559425354","0.7945900559425354","4774","4774","4774"
"399","2.5406739711761475","2.5406739711761475","2.5406739711761475","4786","4786","4786"
"400","0.5911027789115906","0.5911027789115906","0.5911027789115906","4798","4798","4798"
"401","0.6787751913070679","0.6787751913070679","0.6787751913070679","4810","4810","4810"
"402","0.679261326789856","0.679261326789856","0.679261326789856","4822","4822","4822"
"403","0.5849097371101379","0.5849097371101379","0.5849097371101379","4834","4834","4834"
"404","0.7111148238182068","0.7111148238182068","0.7111148238182068","4846","4846","4846"
"405","0.5634511113166809","0.5634511113166809","0.5634511113166809","4858","4858","4858"
"406","0.5715590119361877","0.5715590119361877","0.5715590119361877","4870","4870","4870"
"407","0.5354734659194946","0.5354734659194946","0.5354734659194946","4882","4882","4882"
"408","1.6179865598678589","1.6179865598678589","1.6179865598678589","4894","4894","4894"
"409","0.5080822706222534","0.5080822706222534","0.5080822706222534","4906","4906","4906"
"410","0.5330281257629395","0.5330281257629395","0.5330281257629395","4918","4918","4918"
"411","2.5748238563537598","2.5748238563537598","2.5748238563537598","4930","4930","4930"
"412","0.6868523359298706","0.6868523359298706","0.6868523359298706","4942","4942","4942"
"413","0.6360794901847839","0.6360794901847839","0.6360794901847839","4954","4954","4954"
"414","2.451505661010742","2.451505661010742","2.451505661010742","4966","4966","4966"
"415","0.6402704119682312","0.6402704119682312","0.6402704119682312","4978","4978","4978"
"416","2.415381908416748","2.415381908416748","2.415381908416748","4990","4990","4990"
"417","0.591963529586792","0.591963529586792","0.591963529586792","5002","5002","5002"
"418","0.6366503834724426","0.6366503834724426","0.6366503834724426","5014","5014","5014"
"419","0.5376160144805908","0.5376160144805908","0.5376160144805908","5026","5026","5026"
"420","0.6139046549797058","0.6139046549797058","0.6139046549797058","5038","5038","5038"
"421","0.5243573784828186","0.5243573784828186","0.5243573784828186","5050","5050","5050"
"422","0.5699262619018555","0.5699262619018555","0.5699262619018555","5062","5062","5062"
"423","0.6961700916290283","0.6961700916290283","0.6961700916290283","5074","5074","5074"
"424","0.645729124546051","0.645729124546051","0.645729124546051","5086","5086","5086"
"425","0.6509638428688049","0.6509638428688049","0.6509638428688049","5098","5098","5098"
"426","0.5067365169525146","0.5067365169525146","0.5067365169525146","5110","5110","5110"
"427","2.677661418914795","2.677661418914795","2.677661418914795","5122","5122","5122"
"428","0.7440738081932068","0.7440738081932068","0.7440738081932068","5134","5134","5134"
"429","0.6733774542808533","0.6733774542808533","0.6733774542808533","5146","5146","5146"
"430","2.797487258911133","2.797487258911133","2.797487258911133","5158","5158","5158"
"431","0.5546854138374329","0.5546854138374329","0.5546854138374329","5170","5170","5170"
"432","0.658381998538971","0.658381998538971","0.658381998538971","5182","5182","5182"
"433","0.6555373072624207","0.6555373072624207","0.6555373072624207","5194","5194","5194"
"434","0.7761945128440857","0.7761945128440857","0.7761945128440857","5206","5206","5206"
"435","2.575730085372925","2.575730085372925","2.575730085372925","5218","5218","5218"
"436","0.7669298648834229","0.7669298648834229","0.7669298648834229","5230","5230","5230"
"437","2.3718461990356445","2.3718461990356445","2.3718461990356445","5242","5242","5242"
"438","0.6969476938247681","0.6969476938247681","0.6969476938247681","5254","5254","5254"
"439","1.894060730934143","1.894060730934143","1.894060730934143","5266","5266","5266"
"440","0.6807027459144592","0.6807027459144592","0.6807027459144592","5278","5278","5278"
"441","0.7560973167419434","0.7560973167419434","0.7560973167419434","5290","5290","5290"
"442","2.4918763637542725","2.4918763637542725","2.4918763637542725","5302","5302","5302"
"443","0.6608535051345825","0.6608535051345825","0.6608535051345825","5314","5314","5314"
"444","0.5609723329544067","0.5609723329544067","0.5609723329544067","5326","5326","5326"
"445","0.6617000102996826","0.6617000102996826","0.6617000102996826","5338","5338","5338"
"446","0.5704761147499084","0.5704761147499084","0.5704761147499084","5350","5350","5350"
"447","2.3760762214660645","2.3760762214660645","2.3760762214660645","5362","5362","5362"
"448","2.6115777492523193","2.6115777492523193","2.6115777492523193","5374","5374","5374"
"449","0.5993110537528992","0.5993110537528992","0.5993110537528992","5386","5386","5386"
"450","0.6019383668899536","0.6019383668899536","0.6019383668899536","5398","5398","5398"
"451","0.732110321521759","0.732110321521759","0.732110321521759","5410","5410","5410"
"452","0.5626276135444641","0.5626276135444641","0.5626276135444641","5422","5422","5422"
"453","0.56899493932724","0.56899493932724","0.56899493932724","5434","5434","5434"
"454","0.6295233368873596","0.6295233368873596","0.6295233368873596","5446","5446","5446"
"455","0.48053017258644104","0.48053017258644104","0.48053017258644104","5458","5458","5458"
"456","2.8403773307800293","2.8403773307800293","2.8403773307800293","5470","5470","5470"
"457","0.6798510551452637","0.6798510551452637","0.6798510551452637","5482","5482","5482"
"458","0.658488392829895","0.658488392829895","0.658488392829895","5494","5494","5494"
"459","0.6398730278015137","0.6398730278015137","0.6398730278015137","5506","5506","5506"
"460","0.54733806848526","0.54733806848526","0.54733806848526","5518","5518","5518"
"461","0.7596153020858765","0.7596153020858765","0.7596153020858765","5530","5530","5530"
"462","2.189265251159668","2.189265251159668","2.189265251159668","5542","5542","5542"
"463","0.6038408279418945","0.6038408279418945","0.6038408279418945","5554","5554","5554"
"464","0.5439765453338623","0.5439765453338623","0.5439765453338623","5566","5566","5566"
"465","0.6209242939949036","0.6209242939949036","0.6209242939949036","5578","5578","5578"
"466","2.3618197441101074","2.3618197441101074","2.3618197441101074","5590","5590","5590"
"467","0.6468192338943481","0.6468192338943481","0.6468192338943481","5602","5602","5602"
"468","2.4999918937683105","2.4999918937683105","2.4999918937683105","5614","5614","5614"
"469","0.6476470232009888","0.6476470232009888","0.6476470232009888","5626","5626","5626"
"470","0.6988537907600403","0.6988537907600403","0.6988537907600403","5638","5638","5638"
"471","0.612417459487915","0.612417459487915","0.612417459487915","5650","5650","5650"
"472","2.67143177986145","2.67143177986145","2.67143177986145","5662","5662","5662"
"473","0.6859129667282104","0.6859129667282104","0.6859129667282104","5674","5674","5674"
"474","0.7050949335098267","0.7050949335098267","0.7050949335098267","5686","5686","5686"
"475","0.61446213722229","0.61446213722229","0.61446213722229","5698","5698","5698"
"476","0.5426902174949646","0.5426902174949646","0.5426902174949646","5710","5710","5710"
"477","2.6338207721710205","2.6338207721710205","2.6338207721710205","5722","5722","5722"
"478","0.5968843102455139","0.5968843102455139","0.5968843102455139","5734","5734","5734"
"479","0.5878064632415771","0.5878064632415771","0.5878064632415771","5746","5746","5746"
"480","0.7761090993881226","0.7761090993881226","0.7761090993881226","5758","5758","5758"
"481","0.6223782896995544","0.6223782896995544","0.6223782896995544","5770","5770","5770"
"482","0.6515543460845947","0.6515543460845947","0.6515543460845947","5782","5782","5782"
"483","0.6707437038421631","0.6707437038421631","0.6707437038421631","5794","5794","5794"
"484","2.5765984058380127","2.5765984058380127","2.5765984058380127","5806","5806","5806"
"485","0.608074426651001","0.608074426651001","0.608074426651001","5818","5818","5818"
"486","0.5809645056724548","0.5809645056724548","0.5809645056724548","5830","5830","5830"
"487","1.4866466522216797","1.4866466522216797","1.4866466522216797","5842","5842","5842"
"488","0.5685408711433411","0.5685408711433411","0.5685408711433411","5854","5854","5854"
"489","0.7648148536682129","0.7648148536682129","0.7648148536682129","5866","5866","5866"
"490","0.6943184733390808","0.6943184733390808","0.6943184733390808","5878","5878","5878"
"491","0.6160459518432617","0.6160459518432617","0.6160459518432617","5890","5890","5890"
"492","0.6908928751945496","0.6908928751945496","0.6908928751945496","5902","5902","5902"
"493","0.6974841356277466","0.6974841356277466","0.6974841356277466","5914","5914","5914"
"494","2.3243839740753174","2.3243839740753174","2.3243839740753174","5926","5926","5926"
"495","0.5405766367912292","0.5405766367912292","0.5405766367912292","5938","5938","5938"
"496","0.5971889495849609","0.5971889495849609","0.5971889495849609","5950","5950","5950"
"497","0.6721653938293457","0.6721653938293457","0.6721653938293457","5962","5962","5962"
"498","0.6650304794311523","0.6650304794311523","0.6650304794311523","5974","5974","5974"
"499","0.6057852506637573","0.6057852506637573","0.6057852506637573","5986","5986","5986"
"500","0.7717788815498352","0.7717788815498352","0.7717788815498352","5998","5998","5998"
"501","0.6360317468643188","0.6360317468643188","0.6360317468643188","6010","6010","6010"
"502","0.6416729688644409","0.6416729688644409","0.6416729688644409","6022","6022","6022"
"503","0.7334910035133362","0.7334910035133362","0.7334910035133362","6034","6034","6034"
"504","0.7438700199127197","0.7438700199127197","0.7438700199127197","6046","6046","6046"
"505","0.5834928750991821","0.5834928750991821","0.5834928750991821","6058","6058","6058"
"506","2.2902896404266357","2.2902896404266357","2.2902896404266357","6070","6070","6070"
"507","2.8524515628814697","2.8524515628814697","2.8524515628814697","6082","6082","6082"
"508","0.6557133197784424","0.6557133197784424","0.6557133197784424","6094","6094","6094"
"509","2.419956684112549","2.419956684112549","2.419956684112549","6106","6106","6106"
"510","0.6619715094566345","0.6619715094566345","0.6619715094566345","6118","6118","6118"
"511","0.5958853960037231","0.5958853960037231","0.5958853960037231","6130","6130","6130"
"512","0.6888909935951233","0.6888909935951233","0.6888909935951233","6142","6142","6142"
"513","0.7133163809776306","0.7133163809776306","0.7133163809776306","6154","6154","6154"
"514","0.7347701191902161","0.7347701191902161","0.7347701191902161","6166","6166","6166"
"515","0.7016465663909912","0.7016465663909912","0.7016465663909912","6178","6178","6178"
"516","0.6210522651672363","0.6210522651672363","0.6210522651672363","6190","6190","6190"
"517","2.214684247970581","2.214684247970581","2.214684247970581","6202","6202","6202"
"518","2.545447587966919","2.545447587966919","2.545447587966919","6214","6214","6214"
"519","0.5596215724945068","0.5596215724945068","0.5596215724945068","6226","6226","6226"
"520","0.5707389712333679","0.5707389712333679","0.5707389712333679","6238","6238","6238"
"521","0.653814435005188","0.653814435005188","0.653814435005188","6250","6250","6250"
"522","0.6235902309417725","0.6235902309417725","0.6235902309417725","6262","6262","6262"
"523","0.6742623448371887","0.6742623448371887","0.6742623448371887","6274","6274","6274"
"524","2.4332430362701416","2.4332430362701416","2.4332430362701416","6286","6286","6286"
"525","2.6156129837036133","2.6156129837036133","2.6156129837036133","6298","6298","6298"
"526","0.6936015486717224","0.6936015486717224","0.6936015486717224","6310","6310","6310"
"527","0.5581433176994324","0.5581433176994324","0.5581433176994324","6322","6322","6322"
"528","0.6318159699440002","0.6318159699440002","0.6318159699440002","6334","6334","6334"
"529","0.6852192878723145","0.6852192878723145","0.6852192878723145","6346","6346","6346"
"530","0.725021481513977","0.725021481513977","0.725021481513977","6358","6358","6358"
"531","2.580479145050049","2.580479145050049","2.580479145050049","6370","6370","6370"
"532","0.6225986480712891","0.6225986480712891","0.6225986480712891","6382","6382","6382"
"533","2.7009122371673584","2.7009122371673584","2.7009122371673584","6394","6394","6394"
"534","0.6020817160606384","0.6020817160606384","0.6020817160606384","6406","6406","6406"
"535","0.6190345883369446","0.6190345883369446","0.6190345883369446","6418","6418","6418"
"536","0.6524189710617065","0.6524189710617065","0.6524189710617065","6430","6430","6430"
"537","0.5928219556808472","0.5928219556808472","0.5928219556808472","6442","6442","6442"
"538","0.5546697378158569","0.5546697378158569","0.5546697378158569","6454","6454","6454"
"539","0.6636759638786316","0.6636759638786316","0.6636759638786316","6466","6466","6466"
"540","0.585269033908844","0.585269033908844","0.585269033908844","6478","6478","6478"
"541","0.5718704462051392","0.5718704462051392","0.5718704462051392","6490","6490","6490"
"542","2.567667245864868","2.567667245864868","2.567667245864868","6502","6502","6502"
"543","2.510106325149536","2.510106325149536","2.510106325149536","6514","6514","6514"
"544","0.6077730655670166","0.6077730655670166","0.6077730655670166","6526","6526","6526"
"545","0.631859302520752","0.631859302520752","0.631859302520752","6538","6538","6538"
"546","0.5775471329689026","0.5775471329689026","0.5775471329689026","6550","6550","6550"
"547","2.427274465560913","2.427274465560913","2.427274465560913","6562","6562","6562"
"548","2.5881154537200928","2.5881154537200928","2.5881154537200928","6574","6574","6574"
"549","0.6838477253913879","0.6838477253913879","0.6838477253913879","6586","6586","6586"
"550","0.7247980237007141","0.7247980237007141","0.7247980237007141","6598","6598","6598"
"551","0.5926403403282166","0.5926403403282166","0.5926403403282166","6610","6610","6610"
"552","2.1733415126800537","2.1733415126800537","2.1733415126800537","6622","6622","6622"
"553","0.7524566054344177","0.7524566054344177","0.7524566054344177","6634","6634","6634"
"554","0.6033377647399902","0.6033377647399902","0.6033377647399902","6646","6646","6646"
"555","0.628696858882904","0.628696858882904","0.628696858882904","6658","6658","6658"
"556","0.7062851786613464","0.7062851786613464","0.7062851786613464","6670","6670","6670"
"557","0.6482200026512146","0.6482200026512146","0.6482200026512146","6682","6682","6682"
"558","2.423940420150757","2.423940420150757","2.423940420150757","6694","6694","6694"
"559","0.6780755519866943","0.6780755519866943","0.6780755519866943","6706","6706","6706"
"560","0.6322984099388123","0.6322984099388123","0.6322984099388123","6718","6718","6718"
"561","0.6873798966407776","0.6873798966407776","0.6873798966407776","6730","6730","6730"
"562","0.7536259889602661","0.7536259889602661","0.7536259889602661","6742","6742","6742"
"563","2.4901020526885986","2.4901020526885986","2.4901020526885986","6754","6754","6754"
"564","0.485647976398468","0.485647976398468","0.485647976398468","6766","6766","6766"
"565","0.6490843892097473","0.6490843892097473","0.6490843892097473","6778","6778","6778"
"566","0.6859131455421448","0.6859131455421448","0.6859131455421448","6790","6790","6790"
"567","2.8452959060668945","2.8452959060668945","2.8452959060668945","6802","6802","6802"
"568","0.5928136110305786","0.5928136110305786","0.5928136110305786","6814","6814","6814"
"569","0.7207813262939453","0.7207813262939453","0.7207813262939453","6826","6826","6826"
"570","0.6111202836036682","0.6111202836036682","0.6111202836036682","6838","6838","6838"
"571","0.5940954685211182","0.5940954685211182","0.5940954685211182","6850","6850","6850"
"572","0.6884057521820068","0.6884057521820068","0.6884057521820068","6862","6862","6862"
"573","0.6740691065788269","0.6740691065788269","0.6740691065788269","6874","6874","6874"
"574","0.6527037620544434","0.6527037620544434","0.6527037620544434","6886","6886","6886"
"575","0.6983183026313782","0.6983183026313782","0.6983183026313782","6898","6898","6898"
"576","0.5848343968391418","0.5848343968391418","0.5848343968391418","6910","6910","6910"
"577","0.6756598353385925","0.6756598353385925","0.6756598353385925","6922","6922","6922"
"578","2.6599204540252686","2.6599204540252686","2.6599204540252686","6934","6934","6934"
"579","0.5509618520736694","0.5509618520736694","0.5509618520736694","6946","6946","6946"
"580","0.6556790471076965","0.6556790471076965","0.6556790471076965","6958","6958","6958"
"581","0.6358883380889893","0.6358883380889893","0.6358883380889893","6970","6970","6970"
"582","2.3320186138153076","2.3320186138153076","2.3320186138153076","6982","6982","6982"
"583","0.8505703210830688","0.8505703210830688","0.8505703210830688","6994","6994","6994"
"584","2.530812978744507","2.530812978744507","2.530812978744507","7006","7006","7006"
"585","0.6996990442276001","0.6996990442276001","0.6996990442276001","7018","7018","7018"
"586","0.5662146806716919","0.5662146806716919","0.5662146806716919","7030","7030","7030"
"587","0.7605757117271423","0.7605757117271423","0.7605757117271423","7042","7042","7042"
"588","0.6705626249313354","0.6705626249313354","0.6705626249313354","7054","7054","7054"
"589","0.5579347014427185","0.5579347014427185","0.5579347014427185","7066","7066","7066"
"590","0.5874771475791931","0.5874771475791931","0.5874771475791931","7078","7078","7078"
"591","0.6276731491088867","0.6276731491088867","0.6276731491088867","7090","7090","7090"
"592","0.6338409185409546","0.6338409185409546","0.6338409185409546","7102","7102","7102"
"593","2.2496249675750732","2.2496249675750732","2.2496249675750732","7114","7114","7114"
"594","0.5375338196754456","0.5375338196754456","0.5375338196754456","7126","7126","7126"
"595","0.6278693675994873","0.6278693675994873","0.6278693675994873","7138","7138","7138"
"596","0.5207198858261108","0.5207198858261108","0.5207198858261108","7150","7150","7150"
"597","0.6818017363548279","0.6818017363548279","0.6818017363548279","7162","7162","7162"
"598","2.602123737335205","2.602123737335205","2.602123737335205","7174","7174","7174"
"599","0.49730822443962097","0.49730822443962097","0.49730822443962097","7186","7186","7186"
"600","0.5655778050422668","0.5655778050422668","0.5655778050422668","7198","7198","7198"
"601","0.6388546824455261","0.6388546824455261","0.6388546824455261","7210","7210","7210"
"602","0.6245127320289612","0.6245127320289612","0.6245127320289612","7222","7222","7222"
"603","0.7212277054786682","0.7212277054786682","0.7212277054786682","7234","7234","7234"
"604","2.044060230255127","2.044060230255127","2.044060230255127","7246","7246","7246"
"605","0.6010679602622986","0.6010679602622986","0.6010679602622986","7258","7258","7258"
"606","0.6530777812004089","0.6530777812004089","0.6530777812004089","7270","7270","7270"
"607","2.648434638977051","2.648434638977051","2.648434638977051","7282","7282","7282"
"608","0.5705701112747192","0.5705701112747192","0.5705701112747192","7294","7294","7294"
"609","2.303981065750122","2.303981065750122","2.303981065750122","7306","7306","7306"
"610","0.6901905536651611","0.6901905536651611","0.6901905536651611","7318","7318","7318"
"611","0.6146416664123535","0.6146416664123535","0.6146416664123535","7330","7330","7330"
"612","0.6440024375915527","0.6440024375915527","0.6440024375915527","7342","7342","7342"
"613","0.6347227692604065","0.6347227692604065","0.6347227692604065","7354","7354","7354"
"614","0.5851386785507202","0.5851386785507202","0.5851386785507202","7366","7366","7366"
"615","0.6805121302604675","0.6805121302604675","0.6805121302604675","7378","7378","7378"
"616","0.7387534976005554","0.7387534976005554","0.7387534976005554","7390","7390","7390"
"617","0.6863188147544861","0.6863188147544861","0.6863188147544861","7402","7402","7402"
"618","0.6187648177146912","0.6187648177146912","0.6187648177146912","7414","7414","7414"
"619","0.7501116991043091","0.7501116991043091","0.7501116991043091","7426","7426","7426"
"620","0.6531242728233337","0.6531242728233337","0.6531242728233337","7438","7438","7438"
"621","0.7282099723815918","0.7282099723815918","0.7282099723815918","7450","7450","7450"
"622","0.7294648289680481","0.7294648289680481","0.7294648289680481","7462","7462","7462"
"623","2.3898062705993652","2.3898062705993652","2.3898062705993652","7474","7474","7474"
"624","2.629279136657715","2.629279136657715","2.629279136657715","7486","7486","7486"
"625","0.7474531531333923","0.7474531531333923","0.7474531531333923","7498","7498","7498"
"626","0.5812632441520691","0.5812632441520691","0.5812632441520691","7510","7510","7510"
"627","0.6362408995628357","0.6362408995628357","0.6362408995628357","7522","7522","7522"
"628","0.6401971578598022","0.6401971578598022","0.6401971578598022","7534","7534","7534"
"629","0.7101724743843079","0.7101724743843079","0.7101724743843079","7546","7546","7546"
"630","0.6367679238319397","0.6367679238319397","0.6367679238319397","7558","7558","7558"
"631","2.2649452686309814","2.2649452686309814","2.2649452686309814","7570","7570","7570"
"632","0.5767097473144531","0.5767097473144531","0.5767097473144531","7582","7582","7582"
"633","0.6182129383087158","0.6182129383087158","0.6182129383087158","7594","7594","7594"
"634","0.5320940613746643","0.5320940613746643","0.5320940613746643","7606","7606","7606"
"635","2.622206687927246","2.622206687927246","2.622206687927246","7618","7618","7618"
"636","0.49187231063842773","0.49187231063842773","0.49187231063842773","7630","7630","7630"
"637","0.5104566216468811","0.5104566216468811","0.5104566216468811","7642","7642","7642"
"638","0.6290474534034729","0.6290474534034729","0.6290474534034729","7654","7654","7654"
"639","2.4540517330169678","2.4540517330169678","2.4540517330169678","7666","7666","7666"
"640","2.5556790828704834","2.5556790828704834","2.5556790828704834","7678","7678","7678"
"641","0.6714686751365662","0.6714686751365662","0.6714686751365662","7690","7690","7690"
"642","0.5837665796279907","0.5837665796279907","0.5837665796279907","7702","7702","7702"
"643","0.6749117970466614","0.6749117970466614","0.6749117970466614","7714","7714","7714"
"644","0.7481080293655396","0.7481080293655396","0.7481080293655396","7726","7726","7726"
"645","0.7791616320610046","0.7791616320610046","0.7791616320610046","7738","7738","7738"
"646","2.523895502090454","2.523895502090454","2.523895502090454","7750","7750","7750"
"647","0.6667218208312988","0.6667218208312988","0.6667218208312988","7762","7762","7762"
"648","0.634710431098938","0.634710431098938","0.634710431098938","7774","7774","7774"
"649","0.5460115075111389","0.5460115075111389","0.5460115075111389","7786","7786","7786"
"650","0.6294150948524475","0.6294150948524475","0.6294150948524475","7798","7798","7798"
"651","0.6073810458183289","0.6073810458183289","0.6073810458183289","7810","7810","7810"
"652","0.5895553231239319","0.5895553231239319","0.5895553231239319","7822","7822","7822"
"653","0.7033517360687256","0.7033517360687256","0.7033517360687256","7834","7834","7834"
"654","0.6570819020271301","0.6570819020271301","0.6570819020271301","7846","7846","7846"
"655","2.494706153869629","2.494706153869629","2.494706153869629","7858","7858","7858"
"656","0.5823189616203308","0.5823189616203308","0.5823189616203308","7870","7870","7870"
"657","0.7453943490982056","0.7453943490982056","0.7453943490982056","7882","7882","7882"
"658","0.7219163179397583","0.7219163179397583","0.7219163179397583","7894","7894","7894"
"659","0.6696345210075378","0.6696345210075378","0.6696345210075378","7906","7906","7906"
"660","0.7509594559669495","0.7509594559669495","0.7509594559669495","7918","7918","7918"
"661","0.6467406153678894","0.6467406153678894","0.6467406153678894","7930","7930","7930"
"662","0.5816061496734619","0.5816061496734619","0.5816061496734619","7942","7942","7942"
"663","0.6123924851417542","0.6123924851417542","0.6123924851417542","7954","7954","7954"
"664","0.64063960313797","0.64063960313797","0.64063960313797","7966","7966","7966"
"665","0.4784386456012726","0.4784386456012726","0.4784386456012726","7978","7978","7978"
"666","0.5323305130004883","0.5323305130004883","0.5323305130004883","7990","7990","7990"
"667","0.5953483581542969","0.5953483581542969","0.5953483581542969","8002","8002","8002"
"668","0.5254694223403931","0.5254694223403931","0.5254694223403931","8014","8014","8014"
"669","2.3927104473114014","2.3927104473114014","2.3927104473114014","8026","8026","8026"
"670","0.6381394863128662","0.6381394863128662","0.6381394863128662","8038","8038","8038"
"671","0.653816819190979","0.653816819190979","0.653816819190979","8050","8050","8050"
"672","0.5308119654655457","0.5308119654655457","0.5308119654655457","8062","8062","8062"
"673","0.6255728006362915","0.6255728006362915","0.6255728006362915","8074","8074","8074"
"674","0.6697103977203369","0.6697103977203369","0.6697103977203369","8086","8086","8086"
"675","0.630305826663971","0.630305826663971","0.630305826663971","8098","8098","8098"
"676","0.7788968086242676","0.7788968086242676","0.7788968086242676","8110","8110","8110"
"677","0.717319905757904","0.717319905757904","0.717319905757904","8122","8122","8122"
"678","2.261476993560791","2.261476993560791","2.261476993560791","8134","8134","8134"
"679","2.7019293308258057","2.7019293308258057","2.7019293308258057","8146","8146","8146"
"680","0.6959865093231201","0.6959865093231201","0.6959865093231201","8158","8158","8158"
"681","0.7383081912994385","0.7383081912994385","0.7383081912994385","8170","8170","8170"
"682","0.5999873280525208","0.5999873280525208","0.5999873280525208","8182","8182","8182"
"683","2.623467445373535","2.623467445373535","2.623467445373535","8194","8194","8194"
"684","0.6668015122413635","0.6668015122413635","0.6668015122413635","8206","8206","8206"
"685","0.551644504070282","0.551644504070282","0.551644504070282","8218","8218","8218"
"686","0.5755448341369629","0.5755448341369629","0.5755448341369629","8230","8230","8230"
"687","0.646216869354248","0.646216869354248","0.646216869354248","8242","8242","8242"
"688","0.5719976425170898","0.5719976425170898","0.5719976425170898","8254","8254","8254"
"689","0.6965746283531189","0.6965746283531189","0.6965746283531189","8266","8266","8266"
"690","0.6668856739997864","0.6668856739997864","0.6668856739997864","8278","8278","8278"
"691","0.6593124866485596","0.6593124866485596","0.6593124866485596","8290","8290","8290"
"692","2.6403157711029053","2.6403157711029053","2.6403157711029053","8302","8302","8302"
